date,Temperature,Humidity,Light,CO2,Occupancy
2/2/2015 15:06,23.5,28.0,454.0,1050.0,1
2/2/2015 15:07,23.5,28.0,454.0,1051.25,1
2/2/2015 15:08,23.5,28.0,445.0,1053.6,1
2/2/2015 15:08,23.5,28.0,439.0,1055.5,1
2/2/2015 15:10,23.5,28.025,444.25,1055.0,1
2/2/2015 15:10,23.445,28.125,454.75,1059.5,1
2/2/2015 15:11,23.39,28.18,455.8,1060.0,1
2/2/2015 15:13,23.39,28.2,451.6,1073.6,1
2/2/2015 15:14,23.39,28.2,451.6,1078.6,1
2/2/2015 15:15,23.39,28.2,454.75,1081.0,1
2/2/2015 15:16,23.39,28.2225,454.75,1082.0,1
2/2/2015 15:16,23.39,28.37333333,457.5,1088.833333,1
2/2/2015 15:17,23.37,28.39,464.0,1090.6,1
2/2/2015 15:19,23.39,28.32333333,464.0,1086.0,1
2/2/2015 15:20,23.37333333,28.445,464.0,1092.5,1
2/2/2015 15:21,23.39,28.5,471.5,1103.75,1
2/2/2015 15:22,23.32333333,28.5,475.6666667,1104.5,1
2/2/2015 15:23,23.365,28.5,471.5,1103.5,1
2/2/2015 15:23,23.29,28.5,467.75,1112.0,1
2/2/2015 15:24,23.30666667,28.53333333,466.5,1105.666667,1
2/2/2015 15:26,23.29,28.7,464.0,1104.0,1
2/2/2015 15:27,23.29,28.7,467.0,1117.2,1
2/2/2015 15:28,23.29,28.675,467.75,1121.25,1
2/2/2015 15:29,23.29,28.61666667,466.5,1115.666667,1
2/2/2015 15:29,23.29,28.66,459.0,1120.0,1
2/2/2015 15:30,23.29,28.55,464.0,1123.75,1
2/2/2015 15:32,23.29,28.6,470.0,1116.0,1
2/2/2015 15:33,23.272,28.6,464.0,1126.8,1
2/2/2015 15:34,23.2,28.4175,464.0,1112.75,1
2/2/2015 15:35,23.23,28.5,449.0,1104.5,1
2/2/2015 15:36,23.29,28.5,464.0,1108.0,1
2/2/2015 15:36,23.215,28.63333333,462.3333333,1127.833333,1
2/2/2015 15:38,23.2,28.6,469.0,1128.75,1
2/2/2015 15:39,23.2,28.65,469.0,1124.25,1
2/2/2015 15:40,23.2,28.62,469.0,1130.4,1
2/2/2015 15:40,23.2,28.7,464.0,1138.0,1
2/2/2015 15:42,23.2,28.7,456.5,1144.0,1
2/2/2015 15:42,23.2,28.718,457.0,1140.0,1
2/2/2015 15:43,23.2,28.79,450.25,1139.25,1
2/2/2015 15:45,23.2,28.79,446.0,1167.333333,1
2/2/2015 15:46,23.14,28.79,451.6,1159.6,1
2/2/2015 15:47,23.15,28.89,454.75,1157.75,1
2/2/2015 15:48,23.15,28.89,448.0,1159.5,1
2/2/2015 15:49,23.18,28.83,444.0,1156.4,1
2/2/2015 15:49,23.11666667,28.945,444.0,1160.0,1
2/2/2015 15:51,23.14,28.956,444.0,1169.8,1
2/2/2015 15:52,23.1,29.0,444.0,1176.166667,1
2/2/2015 15:53,23.1,29.075,444.0,1175.25,1
2/2/2015 15:53,23.1,28.918,444.0,1166.6,1
2/2/2015 15:55,23.1,27.925,444.0,1140.25,1
2/2/2015 15:55,23.06,27.772,444.0,1089.2,1
2/2/2015 15:56,23.02,27.556,435.0,1042.6,1
2/2/2015 15:58,23.01,27.81883333,432.0,1051.1,1
2/2/2015 15:59,23.0,28.08166667,429.0,1059.6,1
2/2/2015 16:00,23.0,27.956,429.0,1064.6,1
2/2/2015 16:01,22.98166667,27.90833333,429.0,1061.666667,1
2/2/2015 16:01,23.0,27.92666667,429.0,1058.333333,1
2/2/2015 16:02,23.0,28.018,429.0,1061.6,1
2/2/2015 16:04,22.98166667,28.06666667,429.0,1070.333333,1
2/2/2015 16:05,22.945,28.1,429.0,1074.0,1
2/2/2015 16:06,23.0,28.1,429.0,1086.25,1
2/2/2015 16:07,22.956,28.2,429.0,1089.6,1
2/2/2015 16:08,22.9725,28.1,429.0,1085.0,1
2/2/2015 16:08,22.945,28.13333333,429.0,1085.0,1
2/2/2015 16:09,23.0,28.2,429.0,1088.0,1
2/2/2015 16:11,22.945,28.2,429.0,1091.75,1
2/2/2015 16:12,23.0,28.13333333,429.0,1091.333333,1
2/2/2015 16:13,22.912,28.1,429.0,1088.2,1
2/2/2015 16:14,22.89,28.1,429.0,1087.5,1
2/2/2015 16:14,22.89,27.956,432.0,1079.2,1
2/2/2015 16:15,22.865,27.84,432.75,1077.25,1
2/2/2015 16:17,22.87333333,27.68333333,439.0,1064.166667,1
2/2/2015 16:18,22.87333333,27.6,429.0,1056.4,1
2/2/2015 16:19,22.89,27.6,432.75,1043.6,1
2/2/2015 16:20,22.815,27.445,432.75,1039.5,1
2/2/2015 16:21,22.84,27.37333333,436.5,1028.666667,1
2/2/2015 16:21,22.79,27.365,438.0,1020.4,1
2/2/2015 16:23,22.79,27.2,444.0,1018.0,1
2/2/2015 16:24,22.79,27.17142857,435.4285714,1015.142857,1
2/2/2015 16:25,22.79,27.06666667,434.0,1006.333333,1
2/2/2015 16:25,22.79,27.02,432.0,1002.6,1
2/2/2015 16:27,22.772,26.934,438.0,993.2,1
2/2/2015 16:27,22.76,26.82333333,439.0,983.3333333,1
2/2/2015 16:28,22.7,26.754,432.0,976.2,1
2/2/2015 16:30,22.7225,26.7,432.75,980.75,1
2/2/2015 16:31,22.7,26.68333333,434.0,971.3333333,1
2/2/2015 16:32,22.7,26.53333333,444.0,966.6666667,1
2/2/2015 16:33,22.7,26.46333333,444.0,963.0,1
2/2/2015 16:34,22.7,26.445,441.5,952.3333333,1
2/2/2015 16:34,22.7,26.34,444.0,948.0,1
2/2/2015 16:36,22.7,26.26,444.0,945.0,1
2/2/2015 16:37,22.7,26.2,441.0,941.6,1
2/2/2015 16:38,22.7,26.16,438.0,929.8,1
2/2/2015 16:38,22.7,26.02,441.0,923.8,1
2/2/2015 16:40,22.7,26.1,440.25,919.0,1
2/2/2015 16:40,22.7,26.0,439.0,918.25,1
2/2/2015 16:41,22.7,25.934,438.0,919.4,1
2/2/2015 16:43,22.7,25.92666667,439.0,927.3333333,1
2/2/2015 16:44,22.7,25.815,432.75,920.25,1
2/2/2015 16:45,22.68,25.772,432.0,902.4,1
2/2/2015 16:46,22.64,25.696,429.0,904.4,1
2/2/2015 16:46,22.6,25.575,429.0,897.0,1
2/2/2015 16:47,22.66666667,25.6,429.0,892.0,1
2/2/2015 16:49,22.6,25.525,433.5,882.5,1
2/2/2015 16:50,22.62,25.476,436.2,887.2,1
2/2/2015 16:51,22.625,25.55,442.5,889.25,1
2/2/2015 16:52,22.6,25.39,443.4,889.2,1
2/2/2015 16:53,22.65,25.42,438.0,880.75,1
2/2/2015 16:53,22.6,25.2675,442.5,868.75,1
2/2/2015 16:54,22.6,25.218,439.8,861.0,1
2/2/2015 16:56,22.6,25.2,439.8,860.6,1
2/2/2015 16:57,22.6,25.2,435.5,864.0,1
2/2/2015 16:58,22.6,25.15,430.75,859.0,1
2/2/2015 16:59,22.6,25.14,440.6,854.4,1
2/2/2015 16:59,22.6,25.15,428.2,847.4,1
2/2/2015 17:00,22.6,25.04,432.2,837.2,1
2/2/2015 17:02,22.6,25.05,431.75,834.75,1
2/2/2015 17:03,22.6,25.06,429.2,832.4,1
2/2/2015 17:04,22.6,25.0,433.0,832.0,1
2/2/2015 17:05,22.6,25.0,433.0,836.25,1
2/2/2015 17:06,22.6,25.0,428.2,832.6,1
2/2/2015 17:06,22.6,25.025,428.25,821.5,1
2/2/2015 17:08,22.6,25.1,425.4,832.4,1
2/2/2015 17:09,22.6,25.08,429.2,832.4,1
2/2/2015 17:10,22.56,25.02,433.0,830.75,1
2/2/2015 17:10,22.58,25.08,433.0,821.5,1
2/2/2015 17:12,22.575,25.075,433.0,818.25,1
2/2/2015 17:12,22.56,24.912,433.0,819.8,1
2/2/2015 17:13,22.55,25.2,433.0,822.5,1
2/2/2015 17:15,22.6,24.9175,433.0,818.0,1
2/2/2015 17:16,22.58,25.06,433.0,812.8,1
2/2/2015 17:17,22.56666667,24.90833333,433.0,816.5,1
2/2/2015 17:18,22.525,24.945,433.0,822.25,1
2/2/2015 17:19,22.54,24.89,433.0,825.0,1
2/2/2015 17:19,22.5,24.865,433.0,816.5,1
2/2/2015 17:21,22.5,24.9175,433.0,811.5,1
2/2/2015 17:22,22.5,24.91166667,433.0,811.0,1
2/2/2015 17:23,22.56,24.81,433.0,812.2,1
2/2/2015 17:23,22.525,24.89,426.0,814.25,1
2/2/2015 17:25,22.52,24.976,430.2,824.0,1
2/2/2015 17:25,22.575,25.075,433.0,834.5,1
2/2/2015 17:26,22.6,25.0,433.0,837.0,1
2/2/2015 17:28,22.6,25.02142857,433.0,841.1666667,1
2/2/2015 17:29,22.6,25.04285714,433.0,845.3333333,1
2/2/2015 17:30,22.6,25.1,433.0,854.75,1
2/2/2015 17:31,22.6,25.1,428.3333333,850.3333333,1
2/2/2015 17:31,22.6,25.08,424.6,845.4,1
2/2/2015 17:32,22.6,25.16666667,433.0,854.3333333,1
2/2/2015 17:34,22.6,25.06666667,428.3333333,849.3333333,0
2/2/2015 17:35,22.6,25.2,422.5,853.0,0
2/2/2015 17:36,22.6,25.2,423.6666667,853.0,0
2/2/2015 17:37,22.54,25.16,424.6,852.0,0
2/2/2015 17:38,22.54,25.16,427.4,853.6,0
2/2/2015 17:38,22.54,25.14,421.8,845.6,0
2/2/2015 17:39,22.525,25.1,426.0,834.25,0
2/2/2015 17:41,22.5,25.04,421.8,826.4,0
2/2/2015 17:42,22.5,25.0,419.0,819.6,0
2/2/2015 17:43,22.5,25.0,419.0,829.6,0
2/2/2015 17:44,22.5,25.0,419.0,824.0,0
2/2/2015 17:44,22.5,24.912,419.0,814.2,0
2/2/2015 17:45,22.5,24.89,419.0,813.5,0
2/2/2015 17:47,22.5,24.89,419.0,813.8,0
2/2/2015 17:48,22.5,24.89,419.0,811.0,0
2/2/2015 17:49,22.478,24.87,419.0,804.6,0
2/2/2015 17:50,22.456,24.83,419.0,807.8,0
2/2/2015 17:51,22.5,24.85666667,419.0,802.3333333,0
2/2/2015 17:51,22.4175,24.7475,419.0,796.75,0
2/2/2015 17:53,22.456,24.81,419.0,794.4,0
2/2/2015 17:54,22.39,24.7,419.0,790.6,0
2/2/2015 17:55,22.4175,24.7225,419.0,789.75,0
2/2/2015 17:55,22.39,24.7,419.0,782.2,0
2/2/2015 17:57,22.39,24.7225,419.0,772.25,1
2/2/2015 17:57,22.39,24.71708333,419.0,772.925,1
2/2/2015 17:58,22.39,24.71166667,419.0,773.6,1
2/2/2015 18:00,22.39,24.625,419.0,773.75,1
2/2/2015 18:01,22.39,24.754,416.2,771.8,1
2/2/2015 18:02,22.39,24.912,418.6,782.8,1
2/2/2015 18:03,22.39,25.245,415.0,796.5,1
2/2/2015 18:04,22.39,25.0925,310.25,809.0,1
2/2/2015 18:04,22.39,25.0,0.0,805.5,0
2/2/2015 18:06,22.35,24.978,0.0,791.4,0
2/2/2015 18:07,22.32333333,25.0,0.0,779.3333333,0
2/2/2015 18:08,22.365,24.9725,0.0,780.75,0
2/2/2015 18:08,22.315,24.89,0.0,781.75,0
2/2/2015 18:10,22.29,24.9175,0.0,781.0,0
2/2/2015 18:10,22.29,24.912,0.0,778.4,0
2/2/2015 18:11,22.26,24.85666667,0.0,769.3333333,0
2/2/2015 18:13,22.254,24.85,0.0,766.5,0
2/2/2015 18:14,22.23,24.79333333,0.0,763.25,0
2/2/2015 18:15,22.26,24.82333333,0.0,762.3333333,0
2/2/2015 18:16,22.2,24.79,0.0,761.5,0
2/2/2015 18:16,22.2,24.79,0.0,761.0,0
2/2/2015 18:17,22.2,24.736,0.0,757.0,0
2/2/2015 18:19,22.2,24.79,0.0,752.3333333,0
2/2/2015 18:20,22.13333333,24.7,0.0,748.6666667,0
2/2/2015 18:21,22.1,24.7,0.0,746.25,0
2/2/2015 18:22,22.15,24.7225,0.0,745.25,0
2/2/2015 18:23,22.1,24.7,0.0,740.6666667,0
2/2/2015 18:23,22.1,24.7,0.0,738.0,0
2/2/2015 18:24,22.13333333,24.7,0.0,732.6666667,0
2/2/2015 18:26,22.1,24.7,0.0,727.0,0
2/2/2015 18:27,22.1,24.675,0.0,716.0,0
2/2/2015 18:28,22.06666667,24.66666667,0.0,723.25,0
2/2/2015 18:29,22.06666667,24.66666667,0.0,718.3333333,0
2/2/2015 18:29,22.0,24.58,0.0,716.6,0
2/2/2015 18:30,21.978,24.6,0.0,714.0,0
2/2/2015 18:32,21.978,24.56,0.0,714.2,0
2/2/2015 18:33,21.945,24.6,0.0,715.0,0
2/2/2015 18:34,21.92666667,24.5,0.0,706.6666667,0
2/2/2015 18:35,21.89,24.5,0.0,706.0,0
2/2/2015 18:36,21.89,24.525,0.0,698.75,0
2/2/2015 18:36,21.89,24.5,0.0,692.5,0
2/2/2015 18:38,21.89,24.5,0.0,694.75,0
2/2/2015 18:39,21.815,24.4175,0.0,697.25,0
2/2/2015 18:40,21.82333333,24.46333333,0.0,692.0,0
2/2/2015 18:40,21.79,24.39,0.0,691.0,0
2/2/2015 18:42,21.79,24.39,0.0,689.75,0
2/2/2015 18:42,21.79,24.39,0.0,689.0,0
2/2/2015 18:43,21.7675,24.39,0.0,687.0,0
2/2/2015 18:45,21.7675,24.365,0.0,679.75,0
2/2/2015 18:46,21.754,24.35,0.0,668.4,0
2/2/2015 18:47,21.7,24.29,0.0,665.6666667,0
2/2/2015 18:48,21.7,24.29,0.0,664.75,0
2/2/2015 18:49,21.7,24.29,0.0,668.0,0
2/2/2015 18:49,21.7,24.29,0.0,661.25,0
2/2/2015 18:51,21.64,24.236,0.0,658.2,0
2/2/2015 18:52,21.6,24.2,0.0,656.0,0
2/2/2015 18:53,21.6,24.2,0.0,654.8,0
2/2/2015 18:53,21.6,24.2225,0.0,653.75,0
2/2/2015 18:55,21.5,24.26,0.0,650.3333333,0
2/2/2015 18:55,21.5,24.2,0.0,650.75,0
2/2/2015 18:56,21.55,24.2,0.0,648.25,0
2/2/2015 18:58,21.5,24.2,0.0,640.3333333,0
2/2/2015 18:59,21.5,24.2,0.0,638.0,0
2/2/2015 19:00,21.5,24.2,0.0,636.25,0
2/2/2015 19:01,21.5,24.2,0.0,636.3333333,0
2/2/2015 19:01,21.5,24.15,0.0,635.75,0
2/2/2015 19:02,21.5,24.175,0.0,635.5,0
2/2/2015 19:04,21.5,24.125,0.0,627.5,0
2/2/2015 19:05,21.5,24.15,0.0,626.25,0
2/2/2015 19:06,21.5,24.125,0.0,621.5,0
2/2/2015 19:07,21.5,24.1,0.0,621.75,0
2/2/2015 19:08,21.5,24.1,0.0,620.6666667,0
2/2/2015 19:08,21.5,24.1,0.0,617.0,0
2/2/2015 19:09,21.5,24.1,0.0,612.75,0
2/2/2015 19:11,21.4725,24.075,0.0,614.5,0
2/2/2015 19:12,21.39,24.0,0.0,617.3333333,0
2/2/2015 19:13,21.42666667,23.92666667,0.0,614.25,0
2/2/2015 19:14,21.39,23.9725,0.0,610.75,0
2/2/2015 19:14,21.39,23.9175,0.0,603.0,0
2/2/2015 19:15,21.39,23.945,0.0,603.5,0
2/2/2015 19:17,21.365,23.89,0.0,602.0,0
2/2/2015 19:18,21.32333333,24.0,0.0,605.6666667,0
2/2/2015 19:19,21.34,23.9725,0.0,604.5,0
2/2/2015 19:20,21.315,23.9725,0.0,599.0,0
2/2/2015 19:21,21.35666667,24.0,0.0,600.0,0
2/2/2015 19:21,21.39,23.9725,0.0,596.5,0
2/2/2015 19:23,21.315,23.89,0.0,597.5,0
2/2/2015 19:24,21.29,23.945,0.0,594.0,0
2/2/2015 19:25,21.29,23.9725,0.0,590.5,0
2/2/2015 19:25,21.29,23.89,0.0,586.6666667,0
2/2/2015 19:27,21.29,23.92666667,0.0,588.0,0
2/2/2015 19:27,21.29,23.89,0.0,585.5,0
2/2/2015 19:28,21.29,23.89,0.0,584.5,0
2/2/2015 19:30,21.254,23.85,0.0,587.2,0
2/2/2015 19:31,21.23,23.82333333,0.0,585.0,0
2/2/2015 19:32,21.218,23.81,0.0,579.4,0
2/2/2015 19:33,21.2,23.79,0.0,579.3333333,0
2/2/2015 19:34,21.2,23.79,0.0,581.6,0
2/2/2015 19:34,21.2,23.79,0.0,581.6666667,0
2/2/2015 19:36,21.2,23.79,0.0,577.5,0
2/2/2015 19:37,21.2,23.79,0.0,577.3333333,0
2/2/2015 19:38,21.2,23.7675,0.0,574.25,0
2/2/2015 19:38,21.2,23.745,0.0,569.0,0
2/2/2015 19:40,21.2,23.76,0.0,565.3333333,0
2/2/2015 19:40,21.2,23.7,0.0,561.4,0
2/2/2015 19:41,21.2,23.79,0.0,567.3333333,0
2/2/2015 19:43,21.175,23.7,0.0,565.3333333,0
2/2/2015 19:44,21.16666667,23.7,0.0,563.5,0
2/2/2015 19:45,21.125,23.675,0.0,559.0,0
2/2/2015 19:46,21.1,23.65,0.0,559.5,0
2/2/2015 19:46,21.125,23.65,0.0,550.5,0
2/2/2015 19:47,21.1,23.6,0.0,553.0,0
2/2/2015 19:49,21.13333333,23.6,0.0,552.0,0
2/2/2015 19:50,21.1,23.6,0.0,553.25,0
2/2/2015 19:51,21.1,23.6,0.0,545.75,0
2/2/2015 19:52,21.1,23.6,0.0,548.0,0
2/2/2015 19:53,21.1,23.6,0.0,547.0,0
2/2/2015 19:53,21.1,23.575,0.0,545.75,0
2/2/2015 19:54,21.1,23.53333333,0.0,544.0,0
2/2/2015 19:56,21.1,23.4725,0.0,545.5,0
2/2/2015 19:57,21.1,23.4725,0.0,547.0,0
2/2/2015 19:58,21.1,23.5,0.0,545.25,0
2/2/2015 19:59,21.1,23.5,0.0,541.25,0
2/2/2015 19:59,21.125,23.5,0.0,540.75,0
2/2/2015 20:00,21.1,23.5,0.0,533.3333333,0
2/2/2015 20:02,21.13333333,23.5,0.0,528.0,0
2/2/2015 20:03,21.1,23.3925,0.0,537.75,0
2/2/2015 20:04,21.1,23.4725,0.0,539.5,0
2/2/2015 20:05,21.1,23.5,0.0,535.25,0
2/2/2015 20:06,21.1,23.5,0.0,537.25,0
2/2/2015 20:06,21.1,23.5,0.0,535.25,0
2/2/2015 20:08,21.1,23.5,0.0,533.4,0
2/2/2015 20:09,21.1,23.5,0.0,524.5,0
2/2/2015 20:10,21.1,23.434,0.0,524.8,0
2/2/2015 20:10,21.1,23.39,0.0,522.6666667,0
2/2/2015 20:12,21.1,23.39,0.0,521.0,0
2/2/2015 20:12,21.125,23.39,0.0,519.75,0
2/2/2015 20:13,21.1,23.39,0.0,523.0,0
2/2/2015 20:15,21.1,23.39,0.0,523.0,0
2/2/2015 20:16,21.1,23.39,0.0,519.0,0
2/2/2015 20:17,21.1,23.365,0.0,519.5,0
2/2/2015 20:18,21.1,23.39,0.0,519.75,0
2/2/2015 20:19,21.1,23.365,0.0,520.0,0
2/2/2015 20:19,21.1,23.33,0.0,524.6,0
2/2/2015 20:21,21.075,23.315,0.0,520.25,0
2/2/2015 20:22,21.075,23.34,0.0,519.0,0
2/2/2015 20:23,21.1,23.29,0.0,523.2,0
2/2/2015 20:23,21.03333333,23.29,0.0,517.6666667,0
2/2/2015 20:25,21.02,23.29,0.0,514.2,0
2/2/2015 20:25,21.025,23.29,0.0,516.5,0
2/2/2015 20:26,21.0,23.29,0.0,521.0,0
2/2/2015 20:28,21.0,23.29,0.0,520.0,0
2/2/2015 20:29,21.0,23.254,0.0,517.8,0
2/2/2015 20:30,21.0,23.26,0.0,514.3333333,0
2/2/2015 20:31,21.0,23.2675,0.0,516.75,0
2/2/2015 20:31,21.0,23.29,0.0,520.75,0
2/2/2015 20:32,21.0,23.29,0.0,519.3333333,0
2/2/2015 20:34,21.0,23.29,0.0,519.0,0
2/2/2015 20:35,21.0,23.29,0.0,509.75,0
2/2/2015 20:36,21.0,23.29,0.0,508.5,0
2/2/2015 20:37,20.9725,23.29,0.0,504.5,0
2/2/2015 20:38,21.0,23.29,0.0,506.5,0
2/2/2015 20:38,20.9725,23.29,0.0,509.0,0
2/2/2015 20:39,20.96333333,23.29,0.0,507.25,0
2/2/2015 20:41,21.0,23.29,0.0,509.3333333,0
2/2/2015 20:42,20.89,23.2,0.0,509.6666667,0
2/2/2015 20:43,20.89,23.245,0.0,508.25,0
2/2/2015 20:44,20.89,23.2225,0.0,510.25,0
2/2/2015 20:44,20.89,23.254,0.0,504.0,0
2/2/2015 20:45,20.89,23.26,0.0,499.3333333,0
2/2/2015 20:47,20.89,23.2225,0.0,495.0,0
2/2/2015 20:48,20.89,23.2,0.0,496.25,0
2/2/2015 20:49,20.89,23.2,0.0,494.75,0
2/2/2015 20:50,20.89,23.2,0.0,492.5,0
2/2/2015 20:51,20.89,23.2,0.0,494.25,0
2/2/2015 20:51,20.89,23.2,0.0,492.3333333,0
2/2/2015 20:53,20.89,23.125,0.0,493.75,0
2/2/2015 20:54,20.89,23.125,0.0,484.75,0
2/2/2015 20:55,20.89,23.1,0.0,489.25,0
2/2/2015 20:55,20.89,23.1,0.0,494.5,0
2/2/2015 20:57,20.89,23.1,0.0,495.6666667,0
2/2/2015 20:57,20.89,23.1,0.0,501.5,0
2/2/2015 20:58,20.89,23.1,0.0,499.6666667,0
2/2/2015 21:00,20.89,23.1,0.0,492.5,0
2/2/2015 21:01,20.89,23.1,0.0,494.25,0
2/2/2015 21:02,20.89,23.1,0.0,494.0,0
2/2/2015 21:03,20.9725,23.1,0.0,489.25,0
2/2/2015 21:04,20.9175,23.1,0.0,490.0,0
2/2/2015 21:04,20.89,23.1,0.0,495.5,0
2/2/2015 21:06,20.89,23.05,0.0,498.0,0
2/2/2015 21:07,20.89,23.05,0.0,495.0,0
2/2/2015 21:08,20.912,23.0,0.0,490.2,0
2/2/2015 21:08,20.92666667,23.0,0.0,492.3333333,0
2/2/2015 21:10,20.89,23.0,0.0,491.6666667,0
2/2/2015 21:10,20.89,22.956,0.0,488.0,0
2/2/2015 21:11,20.934,22.934,0.0,488.0,0
2/2/2015 21:13,20.89,23.0,0.0,485.0,0
2/2/2015 21:14,20.89,23.0,0.0,490.0,0
2/2/2015 21:15,20.9175,22.9725,0.0,489.5,0
2/2/2015 21:16,20.89,22.945,0.0,485.25,0
2/2/2015 21:16,20.89,22.89,0.0,485.6666667,0
2/2/2015 21:17,20.9175,22.945,0.0,485.0,0
2/2/2015 21:19,20.89,22.956,0.0,485.2,0
2/2/2015 21:20,20.945,22.89,0.0,484.0,0
2/2/2015 21:21,20.89,22.9175,0.0,483.0,0
2/2/2015 21:22,20.89,22.89,0.0,481.0,0
2/2/2015 21:23,20.89,22.89,0.0,476.5,0
2/2/2015 21:23,20.89,22.89,0.0,475.0,0
2/2/2015 21:24,20.89,22.89,0.0,476.0,0
2/2/2015 21:26,20.89,22.89,0.0,478.5,0
2/2/2015 21:27,20.89,22.89,0.0,481.0,0
2/2/2015 21:28,20.89,22.89,0.0,483.0,0
2/2/2015 21:29,20.85666667,22.85666667,0.0,480.25,0
2/2/2015 21:29,20.89,22.89,0.0,480.25,0
2/2/2015 21:30,20.89,22.865,0.0,470.75,0
2/2/2015 21:32,20.89,22.89,0.0,474.75,0
2/2/2015 21:33,20.89,22.865,0.0,482.25,0
2/2/2015 21:34,20.89,22.89,0.0,480.3333333,0
2/2/2015 21:35,20.89,22.89,0.0,480.0,0
2/2/2015 21:36,20.89,22.84,0.0,481.5,0
2/2/2015 21:36,20.89,22.84,0.0,483.5,0
2/2/2015 21:38,20.89,22.79,0.0,475.6,0
2/2/2015 21:39,20.89,22.76,0.0,475.3333333,0
2/2/2015 21:40,20.89,22.815,0.0,477.6666667,0
2/2/2015 21:40,20.89,22.79,0.0,475.75,0
2/2/2015 21:42,20.89,22.79,0.0,479.1666667,0
2/2/2015 21:42,20.865,22.7675,0.0,475.0,0
2/2/2015 21:43,20.865,22.7675,0.0,474.0,0
2/2/2015 21:45,20.89,22.79,0.0,477.3333333,0
2/2/2015 21:46,20.89,22.79,0.0,473.0,0
2/2/2015 21:47,20.89,22.7675,0.0,470.0,0
2/2/2015 21:48,20.865,22.675,0.0,468.75,0
2/2/2015 21:49,20.87,22.718,0.0,471.4,0
2/2/2015 21:49,20.89,22.7,0.0,471.0,0
2/2/2015 21:51,20.89,22.7,0.0,468.0,0
2/2/2015 21:52,20.85,22.678,0.0,468.6,0
2/2/2015 21:53,20.81,22.62,0.0,467.4,0
2/2/2015 21:53,20.79,22.6,0.0,469.0,0
2/2/2015 21:55,20.79,22.65,0.0,471.25,0
2/2/2015 21:55,20.82333333,22.73,0.0,470.6666667,0
2/2/2015 21:56,20.79,22.6,0.0,466.75,0
2/2/2015 21:58,20.79,22.64,0.0,466.8,0
2/2/2015 21:59,20.79,22.7,0.0,468.75,0
2/2/2015 22:00,20.79,22.65,0.0,467.5,0
2/2/2015 22:01,20.79,22.63333333,0.0,469.6666667,0
2/2/2015 22:01,20.79,22.7,0.0,469.75,0
2/2/2015 22:02,20.79,22.6,0.0,469.75,0
